"","avg_type","id","pos","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","pos_rank","tier","overall_ecr","pos_ecr","sd_ecr","adp","adp_sd","adp_diff","aav","aav_sd","uncertainty","first_name","last_name","team","position","age","exp","scoring_type"
"101","average","17472","RB",240.883333333333,37.4647790153187,0.0999999999999659,190.6,277.55,86.65,66.95,103.275,21,32,17,16,7,38.53,13.62,2.79,26.0225,2.67759570323826,-5.0225,55.154,28.6829694882986,0.71,"Jeremiyah","Love","ARI","RB",21,-6,"PPR"
"102","average","15256","RB",240.783333333333,23.9535731502978,0.133333333333354,214.75,269.15,86.55,91.1,94.875,22,22,24,17,7,45.88,16.59,2.36,62.765,40.1533459585458,-40.765,25.509,14.1503301374915,0.43,"Javonte","Williams","DAL","RB",26,-1,"PPR"
"103","average","15710","RB",240.65,10.1053945989259,5.70000000000002,228.725,252.85,86.4166666666667,105.075,78.575,23,16,29,18,7,42.11,15.04,2.36,26.3116666666667,8.90351319548762,-3.31166666666667,39.5655,17.7310843083552,0.04,"Kyren","Williams","LAR","RB",26,-2,"PPR"
"104","average","15253","RB",234.95,15.0082310749802,8.84999999999999,222.075,257.05,80.7166666666666,98.425,82.775,28,21,27,19,7,49.85,17.79,3.08,55.6933333333333,32.4184236027739,-27.6933333333333,30.413,10.2157538635188,0.18,"Travis","Etienne","NOS","RB",27,-1,"PPR"
"105","average","16598","RB",226.1,24.4658128824693,8.65000000000001,202.95,260.425,71.8666666666666,79.3,86.15,29,26,26,20,8,59.54,21.69,3.07,53.9983333333333,31.1046858295588,-24.9983333333333,11.491,6.3507198804545,0.48,"Bucky","Irving","TBB","RB",24,-4,"PPR"
"106","average","17051","RB",217.45,25.7314399130713,5.64999999999998,196.5,255.4,63.2166666666666,72.85,81.125,33,29,28,21,8,60.76,21.88,2.66,57.174,26.235869034587,-24.174,21.4193333333333,3.97934344109958,0.51,"Quinshon","Judkins","CLE","RB",23,-5,"PPR"
"107","average","14797","RB",211.8,15.8002531625287,5.51666666666668,193.175,232.4,57.5666666666667,69.525,58.125,37,31,39,22,9,60.13,21.7,2.14,56.9083333333333,17.5788911450321,-19.9083333333333,20.3905,17.0833805422112,0.16,"D'Andre","Swift","CHI","RB",27,0,"PPR"
"108","average","17043","RB",206.283333333333,24.3581129537299,1.84999999999999,183.575,241.275,52.05,59.925,67,38,36,35,23,9,63.85,22.94,3.27,54.478,4.77716401225664,-16.478,13.4406666666667,4.4627167609976,0.49,"TreVeyon","Henderson","NEP","RB",24,-5,"PPR"
"109","average","17052","RB",204.433333333333,14.5374917598142,3.84999999999999,187.675,222.2,50.2,64.025,47.925,39,34,41,24,9,70.42,24.83,4.06,71.806,38.9900528853194,-32.806,14.3786666666667,6.0657555359759,0.23,"Bhayshul","Tuten","JAC","RB",23,-5,"PPR"
"110","average","14071","RB",200.583333333333,14.9257383960281,12.6333333333333,187.35,221.525,46.35,63.7,47.25,42,35,42,25,10,63.05,22.49,3.24,61.4616666666667,17.0441919889315,-19.4616666666667,19.693,12.076917942919,0.2,"David","Montgomery","HOU","RB",29,1,"PPR"
"111","average","17068","RB",187.95,19.398633972525,0.283333333333331,165.5,211.575,33.7166666666667,41.85,37.3,49,47,49,26,10,93.98,32.44,5.72,79.126,17.0719320523484,-30.126,8.314,5.88902866920061,0.45,"RJ","Harvey","DEN","RB",25,-5,"PPR"
"112","average","15742","RB",187.666666666667,16.309097665618,3.70000000000002,164.675,202.4,33.4333333333333,41.025,28.125,50,50,59,27,10,75.33,26.8,2.47,89.1383333333333,17.1906451465777,-39.1383333333333,10.455,9.24429959488549,0.21,"Jaylen","Warren","PIT","RB",28,-2,"PPR"
"113","average","15261","RB",183.966666666667,10.9695335665044,0.366666666666674,168.575,194.025,29.7333333333333,44.925,19.75,54,45,67,28,10,86.02,30.21,3.6,86.2033333333333,22.0655407567748,-32.2033333333333,10.083,10.5102515193501,0.09,"Chuba","Hubbard","CAR","RB",27,-1,"PPR"
"114","average","15259","RB",183.6,13.2554894289121,1.56666666666666,164.775,196.5,29.3666666666666,41.125,22.225,55,49,64,29,10,82.54,29.36,2.95,90.5733333333333,25.4712868845599,-35.5733333333333,10.0025,7.46450391854677,0.12,"Rhamondre","Stevenson","NEP","RB",28,-1,"PPR"
"115","average","14823","RB",182.033333333333,21.0124407593851,5.15000000000001,158.45,209.575,27.8,34.8,35.3,59,56,52,30,10,88.84,31.37,3.31,86.474,29.6080135098591,-27.474,8.229,8.10435210242003,0.36,"Rico","Dowdle","PIT","RB",28,0,"PPR"
"116","average","14085","RB",176.883333333333,21.8437557820689,9.65000000000001,144.625,191.8,22.65,20.975,17.525,64,71,72,31,11,83.94,29.57,2.78,81.48,19.3937060236906,-17.48,12.7205,11.827292198555,0.36,"Tony","Pollard","TEN","RB",29,1,"PPR"
"117","average","17473","RB",167.233333333333,43.553400173427,7.79999999999998,106.65,205.85,13,-17,31.575,75,154,57,32,11,76.65,28.19,4.83,55.4475,10.4464859522234,19.5525,32.9506666666667,24.6163406613484,0.86,"Jadarian","Price","SEA","RB",23,-6,"PPR"
"118","average","14800","RB",159.433333333333,20.6344049264006,5.11666666666665,128.35,173.075,5.19999999999999,4.69999999999999,-1.20000000000002,87,89,106,33,11,101.73,34.46,3.95,99.6016666666667,24.6818168001376,-12.6016666666667,8.8695,8.82348404826574,0.39,"J.K.","Dobbins","DEN","RB",28,0,"PPR"
"119","average","13319","RB",154.316666666667,23.5831648992807,0.0833333333333428,125.175,183.625,0.0833333333333428,1.52499999999999,9.34999999999999,102,98,85,34,11,111.13,37.11,3.62,98.875,25.7354798867245,3.125,7.3235,5.72759607077874,0.48,"Aaron","Jones","MIN","RB",32,3,"PPR"
"120","average","15255","RB",154.233333333333,32.3736106522993,2.51666666666668,117.875,188.175,0,-5.77500000000001,13.9,103,123,78,35,11,100.89,34.52,4.09,113.8275,15.9278927906362,-10.8275,10.8206666666667,8.36599630780592,0.68,"Kenneth","Gainwell","TBB","RB",27,-1,"PPR"
"121","average","15721","RB",151.716666666667,21.3311431167358,0.736666666666679,123.65,174.275,-2.51666666666668,0,0,112,103,103,36,12,106.81,35.9,4.01,106.723333333333,34.3128633152188,5.27666666666666,12.4955,8.68143080085305,0.42,"Rachaad","White","WAS","RB",27,-2,"PPR"
"122","average","17066","RB",150.98,21.6002777759917,13.38,124.38,170.82,-3.25333333333336,0.729999999999976,-3.45499999999998,115,101,111,37,12,103.89,35.52,3.24,95.3775,14.1298626585682,19.6225,8.93666666666667,7.09030480460623,0.38,"Kyle","Monangai","CHI","RB",24,-5,"PPR"
"123","average","17256","RB",137.6,13.1748244770092,1.50000000000003,118.675,148.65,-16.6333333333333,-4.97500000000001,-25.625,152,119,180,38,12,123.39,40.33,3.3,111.446,24.0021345717417,40.554,6.93533333333334,5.8966920293406,0.13,"Jacory","Croskey-Merritt","WAS","RB",25,-5,"PPR"
"124","average","16593","RB",136.1,14.7241298554448,0.46666666666664,121.075,156.375,-18.1333333333334,-2.57499999999999,-17.9,158,109,155,39,12,109.51,36.73,3.03,110.77,13.2218058524545,47.23,6.66533333333333,4.18846712878219,0.17,"Blake","Corum","LAR","RB",26,-4,"PPR"
"125","average","15972","RB",135.633333333333,19.9434868231878,0.473333333333358,118.75,162.575,-18.6,-4.90000000000001,-11.7,160,117,138,40,12,125.09,40.77,3.88,108.471666666667,28.5997502417222,51.5283333333334,6.8895,6.94944247763805,0.35,"Jordan","Mason","MIN","RB",27,-2,"PPR"
"126","average","16597","RB",135.16,17.4012355883138,1.25999999999999,115.24,155.5,-19.0733333333334,-8.41000000000001,-18.775,161,128,157,41,12,116.89,38.27,10.78,105.84,16.1348504796295,55.16,8.31133333333334,4.99709150962393,0.61,"Jonathon","Brooks","CAR","RB",23,-4,"PPR"
"127","average","16165","RB",133.9,18.1253413760955,6.90000000000001,110.475,151.525,-20.3333333333333,-13.175,-22.75,168,148,170,42,13,142.85,46.95,4.88,150.6825,18.7586811570003,17.3175,4.36266666666667,5.20290824656963,0.34,"Tyjae","Spears","TEN","RB",25,-3,"PPR"
"128","average","17053","RB",127,7.52356298571362,5.81666666666666,118.425,136.7,-27.2333333333333,-5.22499999999999,-37.575,183,121,212,43,13,138.22,45.28,5.04,144.365,23.2005587217205,38.635,5.49933333333333,5.19976674690531,0.05,"Woody","Marks","HOU","RB",26,-5,"PPR"
"129","average","16169","RB",121.183333333333,21.8216788232864,3.09999999999999,100.175,150.8,-33.05,-23.475,-23.475,195,170,173,44,13,142.04,46.33,6.53,129.528333333333,6.5971620582052,65.4716666666667,6.885,8.3692099388174,0.58,"Zach","Charbonnet","SEA","RB",25,-3,"PPR"
"130","average","13132","RB",118.083333333333,21.7826919058841,3.03333333333333,87.625,140.425,-36.15,-36.025,-33.85,204,191,206,45,13,145.24,47.65,5.35,115.581666666667,52.4201931246177,88.4183333333333,5.8415,4.60367969672087,0.52,"Alvin","Kamara","NOS","RB",31,3,"PPR"
"131","average","16747","RB",115.05,24.469634243282,6.90000000000001,82.925,141.425,-39.1833333333333,-40.725,-32.85,209,207,202,46,14,134.14,43.63,3.39,138.126,24.4326491400339,70.874,4.05133333333333,3.55938434127152,0.5,"Tyrone","Tracy","NYG","RB",27,-4,"PPR"
"132","average","15749","RB",108.15,16.1104624390487,7.58333333333334,90.025,126.825,-46.0833333333333,-33.625,-47.45,217,187,231,47,14,151.44,49.61,4.39,131.026,44.7587567298289,85.974,4.23933333333333,4.35897857556357,0.28,"Isiah","Pacheco","DET","RB",27,-2,"PPR"
"133","average","14086","RB",100.566666666667,14.7890049248307,0.766666666666666,82,117.425,-53.6666666666667,-41.65,-56.85,225,208,240,48,14,235.95,69.64,8.89,206.643333333333,53.9295072808528,18.3566666666667,1.67733333333333,1.71432033827468,0.46,"Justice","Hill","BAL","RB",29,1,"PPR"
"134","average","15712","RB",99.8,11.5141651890183,2.98333333333333,86.2,111.85,-54.4333333333334,-37.45,-62.425,227,194,246,49,14,140.59,45.64,4.49,161.452,19.1407517093765,65.548,4.104,4.50139296958915,0.14,"Tyler","Allgeier","ARI","RB",26,-2,"PPR"
"135","average","17047","RB",96.8166666666667,17.8541218396948,2.99666666666666,80.5,118.775,-57.4166666666667,-43.15,-55.5,229,211,238,50,15,147.88,48.47,4.41,169.8125,12.3745835788523,59.1875,1.31333333333333,1.04004273416475,0.31,"Dylan","Sampson","CLE","RB",22,-5,"PPR"
"136","average","14095","RB",93.82,8.84347216878077,0.653333333333336,83.78,103.36,-60.4133333333333,-39.87,-70.915,233,205,262,51,15,254.13,74.03,8.1,225.9,43.6,7.09999999999999,1.08533333333333,0.922982604867984,0.23,"Ty","Johnson","BUF","RB",29,1,"PPR"
"137","average","16174","RB",93.1666666666667,16.987603323208,8.64999999999999,70.875,112.8,-61.0666666666667,-52.775,-61.475,234,228,245,52,15,144.32,46.86,5.43,154.8375,22.0845968663682,79.1625,3.75266666666667,3.95383032289225,0.33,"Chris","Rodriguez","JAC","RB",26,-3,"PPR"
"138","average","15716","RB",84.5166666666667,10.8267107962976,3.68127263325167,70.975,94.3,-69.7166666666667,-52.675,-79.975,245,227,278,53,15,168.98,55.09,4.16,145.85,43.8518701995707,99.15,4.4415,2.66559688437693,0.11,"Brian","Robinson","ATL","RB",27,-2,"PPR"
"139","average","13146","RB",80.835394033415,28.5438532766943,2.03539403341502,44.175,114.65,-73.3979392999183,-79.475,-59.625,250,263,242,54,15,186.22,58.39,9.93,142.262,75.7068143300192,107.738,3.7215,3.34636918913619,0.74,"James","Conner","ARI","RB",31,3,"PPR"
"140","average","14852","RB",78.8,NA,0.299999999999983,78.8,78.8,-75.4333333333334,-44.85,-95.475,253,214,309,55,15,344.33,103.67,14.94,NA,NA,NA,NA,NA,0.84,"Antonio","Gibson","FA","RB",28,0,"PPR"
"141","average","13138","RB",78.5,NA,0.566666666666677,78.5,78.5,-75.7333333333333,-45.15,-95.775,254,215,310,56,16,310.46,94.28,10.08,91,NA,163,1,NA,0.63,"Kareem","Hunt","FA","RB",31,3,"PPR"
"142","average","13133","RB",77.9333333333333,13.0926951643528,0.11666666666666,68.55,95.75,-76.3,-55.1,-78.525,257,232,275,57,16,270.22,79.41,11.63,241.51,37.71,15.49,0.973333333333333,0.784063489492755,0.55,"Samaje","Perine","CIN","RB",31,3,"PPR"
"143","average","16596","RB",77.8166666666667,16.6983132880739,5.16666666666667,58.95,98.1,-76.4166666666667,-64.7,-76.175,258,237,272,58,16,180.48,57.51,6.86,183.6325,27.8017295999727,74.3675,1.20533333333333,1.07780187831015,0.4,"Braelon","Allen","NYJ","RB",22,-4,"PPR"
"144","average","17482","RB",72.65,12.6792349926957,1.25,56.925,87.325,-81.5833333333333,-66.725,-86.95,269,242,298,59,16,209.71,63.44,8.8,184.94,8.75,84.06,3.226,3.7163770888685,0.36,"Mike","Washington Jr.","LVR","RB",23,-6,"PPR"
"145","average","13610","RB",71.4,NA,1.08333333333334,71.4,71.4,-82.8333333333333,-52.25,-102.875,270,226,328,60,16,324.74,95.63,13.48,147.73,NA,122.27,NA,NA,0.76,"Nick","Chubb","FA","RB",31,2,"PPR"
"146","average","16164","RB",70.3166666666667,9.39200014196479,1.23666666666666,61.95,82.45,-83.9166666666667,-61.7,-91.825,272,236,305,61,16,170.76,54.98,5.59,162.768,29.6108239669213,109.232,2.1495,2.28634003376576,0.13,"Tank","Bigsby","PHI","RB",25,-3,"PPR"
"147","average","17055","RB",69.08,31.1030062855667,0.513333333333335,44.56,110.58,-85.1533333333334,-79.09,-63.695,274,262,249,62,16,270.33,79.24,11.35,192.05,28.990344369577,81.95,3.696,3.696,0.83,"Jordan","James","SFO","RB",22,-5,"PPR"
"148","average","16178","RB",68.5666666666667,13.9972378227516,0.746666666666655,53.9,87.4,-85.6666666666667,-69.75,-86.875,275,246,296,63,16,155.94,51.49,11.22,161.005,17.4748412009952,113.995,2.56333333333333,2.36815446192928,0.56,"Keaton","Mitchell","LAC","RB",24,-3,"PPR"
"149","average","16757","RB",67.82,22.8479101888991,1.12,40.26,92.46,-86.4133333333333,-83.39,-81.815,276,273,283,64,16,195.54,60.32,5.78,201.115,20.015,74.885,2.87733333333333,3.38675275481134,0.57,"Kimani","Vidal","LAC","RB",25,-4,"PPR"
"150","average","13131","RB",66.7,NA,2,66.7,66.7,-87.5333333333333,-56.95,-107.575,278,233,339,65,16,299.48,90.84,11.81,61.425,23.325,216.575,19.2,NA,0.69,"Joe","Mixon","FA","RB",30,3,"PPR"
"151","average","15258","RB",64.7,23.6173664916307,1.64,49.67,79.73,-89.5333333333333,-73.98,-94.545,285,252,308,66,16,317.73,97.76,17.83,NA,NA,NA,0.912,NA,0.86,"Michael","Carter","TEN","RB",27,-1,"PPR"
"152","average","16603","RB",63.06,16.9990587974746,0.219999999999999,40.24,76.4,-91.1733333333333,-83.41,-97.875,287,274,314,67,16,198.55,60.53,6.82,176.78,37.1522300811136,110.22,1.505,1.34427489748191,0.42,"Ray","Davis","BUF","RB",27,-4,"PPR"
"153","average","17477","RB",62.84,27.4942357595188,0.86775536499912,28.36,87,-91.3933333333333,-95.29,-87.275,290,300,300,68,16,165.08,53.75,10.12,147.825,6.295,142.175,9.332,11.4217742929897,0.73,"Jonah","Coleman","DEN","RB",23,-6,"PPR"
"154","average","17049","RB",61.9722446350009,15.2467017075885,0.252244635000878,45.96,81.02,-92.2610886983325,-77.69,-93.255,292,259,306,69,16,279.97,82.85,12.93,NA,NA,NA,0,NA,0.67,"Brashard","Smith","KCC","RB",23,-5,"PPR"
"155","average","16385","RB",61.72,24.0045204076232,2.44000000000001,41.02,93.6,-92.5133333333333,-82.63,-80.675,293,271,279,70,17,283.96,84.44,12.3,248,60,45,0.708,0.708,0.72,"Emari","Demercado","KCC","RB",27,-3,"PPR"
"156","average","16610","RB",59.28,15.5369559438134,0.0799999999999912,41.06,74.8,-94.9533333333333,-82.59,-99.475,299,270,321,71,17,230.48,66.89,6.18,226.79,38.29,72.21,4.692,4.692,0.32,"Jaylen","Wright","MIA","RB",23,-4,"PPR"
"157","average","16387","RB",59.2,33.302612510132,1.675,26.225,104.4,-95.0333333333333,-97.425,-69.875,300,306,260,72,17,265.24,77.28,10.46,286.83,NA,13.17,1.21333333333333,1.08828100946197,0.85,"Chris","Brooks","GBP","RB",26,-3,"PPR"
"158","average","14080","RB",57.525,37.8217199503143,1.09999999999999,22.535,92.48,-96.7083333333333,-101.115,-81.795,303,324,282,73,17,288.7,84.16,6.53,236.985,43.185,66.015,1.44,1.44,0.81,"Devin","Singletary","NYG","RB",29,1,"PPR"
"159","average","15738","RB",56.425,33.2743519846743,1.31,27.095,92.3,-97.8083333333333,-96.555,-81.975,307,303,284,74,17,277.36,81.35,9.63,264.75,87.25,42.25,1.92,1.92,0.82,"Malik","Davis","DAL","RB",28,-2,"PPR"
"160","average","11367","RB",55.115,6.99139232675914,0.274999999999999,49.33,63.399,-99.1183333333333,-74.32,-110.876,311,253,347,75,17,287.09,84.64,17.55,NA,NA,NA,NA,NA,0.61,"Kyle","Juszczyk","SFO","RB",35,7,"PPR"
"161","average","16166","RB",54.84,20.5125083790355,0.490000000000002,33.78,77.56,-99.3933333333333,-89.87,-96.715,312,289,312,76,17,198.84,60.71,9.17,210.375,30.855,101.625,2.28,2.28,0.66,"Sean","Tucker","TBB","RB",25,-3,"PPR"
"162","average","13404","RB",54.35,29.7691954879537,0.416666666666664,35.405,73.295,-99.8833333333334,-88.245,-100.98,313,286,326,77,17,344.43,103.23,8.95,137.24,23.8915089519268,175.76,2,NA,0.74,"Austin","Ekeler","FA","RB",31,3,"PPR"
"163","average","16432","RB",53.9333333333333,36.6376673202139,0.233333333333334,6.875,88.325,-100.3,-116.775,-85.95,314,401,294,78,17,210.85,63.51,7.77,210.55,51.6443420586095,103.45,1.572,1.572,0.83,"Emanuel","Wilson","SEA","RB",27,-3,"PPR"
"164","average","16604","RB",53.7,29.9460180992398,3.2,18.225,89.525,-100.533333333333,-105.425,-84.75,315,345,293,79,17,231.56,69.13,14.53,206.37,29.81,108.63,1.03733333333333,0.862624419367368,0.89,"MarShawn","Lloyd","GBP","RB",25,-4,"PPR"
"165","average","15727","RB",50.5,0,0.700000000000003,50.5,50.5,-103.733333333333,-73.15,-123.775,318,250,376,80,17,309.85,94.08,10.24,NA,NA,NA,0,NA,0.07,"Bam","Knight","ARI","RB",25,-2,"PPR"
"166","average","17485","RB",49.8,35.3544339510619,0.350000000000001,20.7,101.7,-104.433333333333,-102.95,-72.575,320,334,264,81,17,269.06,80.1,14.37,173.88,31.7355289856653,146.12,3.86866666666667,3.70096792144373,0.91,"Kaelon","Black","SFO","RB",25,-6,"PPR"
"167","average","14223","RB",49.45,43.3456456867354,0.670000000000002,21.865,77.035,-104.783333333333,-101.785,-97.24,322,330,313,82,17,NA,130,26.47,NA,NA,NA,NA,NA,0.96,"Alexander","Mattison","MIA","RB",28,1,"PPR"
"168","average","16752","RB",48.78,10.0370314336461,0.18,38,61.16,-105.453333333333,-85.65,-113.115,323,280,352,83,17,247.57,71.94,7.75,288.12,NA,34.88,1.776,1.776,0.25,"Isaiah","Davis","NYJ","RB",24,-4,"PPR"
"169","average","14805","RB",48.6,45.5540338499238,0.166666666666664,7.85,89.84,-105.633333333333,-115.8,-84.435,324,396,292,84,17,NA,131.8,24.57,207,NA,117,NA,NA,0.95,"AJ","Dillon","CAR","RB",28,0,"PPR"
"170","average","17474","RB",48.4333333333333,16.975472502015,0.293333333333337,26.25,67.375,-105.8,-97.4,-106.9,326,305,335,85,17,197.95,60.65,9.02,189.733333333333,9.36074902036275,136.266666666667,3.57066666666667,3.72603286202482,0.55,"Emmett","Johnson","KCC","RB",23,-6,"PPR"
"171","average","17652","RB",48.14,40.1499439601103,1.215,5.04,97,-106.093333333333,-118.61,-77.275,328,418,274,86,17,289.84,85.23,9.32,196.165,40.165,131.835,3,3,0.9,"Adam","Randall","BAL","RB",22,-6,"PPR"
"172","average","16608","RB",46.925,27.1090851929754,1.22499999999999,18.25,75.565,-107.308333333333,-105.4,-98.71,332,344,317,87,17,256.64,75.16,12.8,228.145,50.995,103.855,2.13666666666667,2.1978828196446,0.79,"George","Holani","SEA","RB",27,-4,"PPR"
"173","average","16390","RB",45.7,6.64680374315355,0.133333333333333,41.47,49.93,-108.533333333333,-82.18,-124.345,338,267,377,88,17,293.87,86.72,7.82,148.91,NA,189.09,NA,NA,0.15,"Jaleel","McLaughlin","DEN","RB",26,-3,"PPR"
"174","average","15713","RB",45.5666666666667,31.3069214924325,0.941666666666663,20.56,75.73,-108.666666666667,-103.09,-98.545,340,335,316,89,17,285.37,84.52,10.83,116.7,NA,223.3,3.3,NA,0.81,"Jerome","Ford","WAS","RB",27,-2,"PPR"
"175","average","17069","RB",44.625,3.16372670543248,0.0250000000000057,41.065,47.52,-109.608333333333,-82.585,-126.755,343,269,385,90,17,233.99,69.36,11.16,177.785,25.9856253532602,165.215,1.248,1.248,0.21,"Jaydon","Blue","DAL","RB",22,-5,"PPR"
"176","average","17046","RB",44.6,9.71236325515062,0.278141608334955,38.6,54.17,-109.633333333333,-85.05,-120.105,344,278,366,91,17,268.81,79.6,12.07,315,NA,29,NA,NA,0.45,"Devin","Neal","NOS","RB",23,-5,"PPR"
"177","average","16688","RB",44.321858391665,18.6734739930866,0.441858391665043,30.255,66.828115034999,-109.911474941668,-93.395,-107.446884965001,345,296,338,92,17,304.79,91.87,10.07,NA,NA,NA,0,NA,0.63,"Isaac","Guerendo","SFO","RB",26,-4,"PPR"
"178","average","17059","RB",43.88,11.7418908187736,0.780000000000001,32.66,56.66,-110.353333333333,-90.99,-117.615,346,294,362,93,17,241.09,70.39,5.89,287.67,NA,58.33,0.708,0.708,0.23,"Ollie","Gordon","MIA","RB",22,-5,"PPR"
"179","average","15254","RB",43.1,29.2742207411231,0.06666666666667,24.47,61.73,-111.133333333333,-99.18,-112.545,347,315,351,94,17,281.31,82.51,8.96,95.365,23.465,251.635,5.7,NA,0.73,"Najee","Harris","FA","RB",28,-1,"PPR"
"180","average","17481","RB",43.0333333333333,33.6804790148042,0.233333333333334,19.875,93.45,-111.2,-103.775,-80.825,348,338,280,95,17,254.86,74.09,10.56,210.52,16.88,137.48,3.4,3.989987468652,0.86,"Demond","Claiborne","MIN","RB",23,-6,"PPR"
"181","average","17061","RB",42.8,14.5178051601014,1.36,25.205,53.045,-111.433333333333,-98.445,-121.23,349,312,368,96,17,264.23,76.25,8.47,310.83,NA,38.17,1.11533333333333,0.83690912821458,0.42,"LeQuint","Allen","JAC","RB",22,-5,"PPR"
"182","average","17060","RB",41.44,9.40654027791302,0.606666666666662,30.88,52,-112.793333333333,-92.77,-122.275,353,295,372,97,18,264.95,76.54,6.78,230.46,36.42,122.54,0,NA,0.19,"DJ","Giddens","IND","RB",23,-5,"PPR"
